sha,time,app,project,backend,freq,mappirlog,runpirlog,genpsimlog,gentracelog,runpsimlog,psimsh,runproutelog,proutesh,prouteSummary,AccelMain,logpath,gentst,maketst,runhybrid,genpir,genpir_err,runpir_time,runpir_err,notFit,MC,DAG,PMU,PCU,row,col,p2p,asic,scheduled,fifo_depth,mappir_err,mappir_time,genpsim_err,gentrace_err,psimcycle,lbw,sbw,psim_deadlock,algo,pattern,slink,vlink,prtime,vcLimit,DynHopsVec,DynHopsScal,StatHopsVec,StatHopsScal,Score,NetVC,TotPkts,LinkLim,InjectLim,EjectLim,LongRoute,Q0Pct,Q0Lim,gentst_err,gentst_time,maketst_err,maketst_time,runhybrid_cycle,runtst_err,runtst_pass,runhybrid_deadlock,runhybrid_complete,tst_dram_power,tst_rbw,tst_wbw,runtst_time,succeeded
9cb66b73,2019-06-27 13:32:13,Kmeans_7,pirTest,MDHTst,1000000000.0,../gen/MDHTst_pirTest/Kmeans_7/log/mappir.log,../gen/MDHTst_pirTest/Kmeans_7/log/runpir.log,../gen/MDHTst_pirTest/Kmeans_7/log/genpsim.log,../gen/MDHTst_pirTest/Kmeans_7/log/gentrace.log,../gen/MDHTst_pirTest/Kmeans_7/log/runpsim.log,../gen/MDHTst_pirTest/Kmeans_7/log/runpsim.sh,../gen/MDHTst_pirTest/Kmeans_7/log/runproute.log,../gen/MDHTst_pirTest/Kmeans_7/log/runproute.sh,../gen/MDHTst_pirTest/Kmeans_7/plastisim/summary.csv,../gen/MDHTst_pirTest/Kmeans_7/pir/AccelMain.scala,../gen/MDHTst_pirTest/Kmeans_7/log/,../gen/MDHTst_pirTest/Kmeans_7/log/gentst.log,../gen/MDHTst_pirTest/Kmeans_7/log/maketst.log,../gen/MDHTst_pirTest/Kmeans_7/log/runtst.log,True,,,,,,,,,,,False,False,False,100,,,,,,,,False,route_min_directed_valient,checkerboard,4,2,-1,4,256,0,386039136,95008896,9.13,1,126010928,0.0003,0.0003,0.0003,18,100.00,0.0000,,93.026218278,,7:26.05,,"Command terminated by signal 11
",,False,False,,,,0:01.76,False
9cb66b73,2019-06-27 13:32:13,Kmeans_8,pirTest,MDHTst,1000000000.0,../gen/MDHTst_pirTest/Kmeans_8/log/mappir.log,../gen/MDHTst_pirTest/Kmeans_8/log/runpir.log,../gen/MDHTst_pirTest/Kmeans_8/log/genpsim.log,../gen/MDHTst_pirTest/Kmeans_8/log/gentrace.log,../gen/MDHTst_pirTest/Kmeans_8/log/runpsim.log,../gen/MDHTst_pirTest/Kmeans_8/log/runpsim.sh,../gen/MDHTst_pirTest/Kmeans_8/log/runproute.log,../gen/MDHTst_pirTest/Kmeans_8/log/runproute.sh,../gen/MDHTst_pirTest/Kmeans_8/plastisim/summary.csv,../gen/MDHTst_pirTest/Kmeans_8/pir/AccelMain.scala,../gen/MDHTst_pirTest/Kmeans_8/log/,../gen/MDHTst_pirTest/Kmeans_8/log/gentst.log,../gen/MDHTst_pirTest/Kmeans_8/log/maketst.log,../gen/MDHTst_pirTest/Kmeans_8/log/runtst.log,True,,,,,,,,,,,False,False,False,100,,,,,,,,False,route_min_directed_valient,checkerboard,4,2,-1,4,5376,0,383020928,161008128,9.19,1,135010432,0.0003,0.0005,0.0005,18,100.00,0.0000,,111.844096889,,8:14.40,,"Command terminated by signal 11
",,False,False,,,,0:01.04,False
9cb66b73,2019-06-27 13:32:13,LUTTest_0,pirTest,MDHTst,1000000000.0,../gen/MDHTst_pirTest/LUTTest_0/log/mappir.log,../gen/MDHTst_pirTest/LUTTest_0/log/runpir.log,../gen/MDHTst_pirTest/LUTTest_0/log/genpsim.log,../gen/MDHTst_pirTest/LUTTest_0/log/gentrace.log,../gen/MDHTst_pirTest/LUTTest_0/log/runpsim.log,../gen/MDHTst_pirTest/LUTTest_0/log/runpsim.sh,../gen/MDHTst_pirTest/LUTTest_0/log/runproute.log,../gen/MDHTst_pirTest/LUTTest_0/log/runproute.sh,../gen/MDHTst_pirTest/LUTTest_0/plastisim/summary.csv,../gen/MDHTst_pirTest/LUTTest_0/pir/AccelMain.scala,../gen/MDHTst_pirTest/LUTTest_0/log/,../gen/MDHTst_pirTest/LUTTest_0/log/gentst.log,../gen/MDHTst_pirTest/LUTTest_0/log/maketst.log,../gen/MDHTst_pirTest/LUTTest_0/log/runtst.log,True,,,,,,,,,,,False,False,False,100,,,,,,,,False,route_min_directed_valient,checkerboard,4,2,-1,4,0,0,16,11,3.50,0,21,0.0000,0.0000,0.0000,7,-nan,0.0000,,8.056414078,,0:26.15,122,,True,False,True,0.0,0.0,0.0,0:00.78,True
9cb66b73,2019-06-27 13:32:13,LUTTest_1,pirTest,MDHTst,1000000000.0,../gen/MDHTst_pirTest/LUTTest_1/log/mappir.log,../gen/MDHTst_pirTest/LUTTest_1/log/runpir.log,../gen/MDHTst_pirTest/LUTTest_1/log/genpsim.log,../gen/MDHTst_pirTest/LUTTest_1/log/gentrace.log,../gen/MDHTst_pirTest/LUTTest_1/log/runpsim.log,../gen/MDHTst_pirTest/LUTTest_1/log/runpsim.sh,../gen/MDHTst_pirTest/LUTTest_1/log/runproute.log,../gen/MDHTst_pirTest/LUTTest_1/log/runproute.sh,../gen/MDHTst_pirTest/LUTTest_1/plastisim/summary.csv,../gen/MDHTst_pirTest/LUTTest_1/pir/AccelMain.scala,../gen/MDHTst_pirTest/LUTTest_1/log/,../gen/MDHTst_pirTest/LUTTest_1/log/gentst.log,../gen/MDHTst_pirTest/LUTTest_1/log/maketst.log,../gen/MDHTst_pirTest/LUTTest_1/log/runtst.log,True,,,,,,,,,,,False,False,False,100,,,,,,,,False,route_min_directed_valient,checkerboard,4,2,-1,4,0,0,0,264,1.00,0,261,0.0000,0.0000,0.0000,2,-nan,0.0000,,9.134515515,,0:26.00,383,,True,False,True,0.0,0.0,0.0,0:01.36,True
9cb66b73,2019-06-27 13:32:13,LUTTest_2,pirTest,MDHTst,1000000000.0,../gen/MDHTst_pirTest/LUTTest_2/log/mappir.log,../gen/MDHTst_pirTest/LUTTest_2/log/runpir.log,../gen/MDHTst_pirTest/LUTTest_2/log/genpsim.log,../gen/MDHTst_pirTest/LUTTest_2/log/gentrace.log,../gen/MDHTst_pirTest/LUTTest_2/log/runpsim.log,../gen/MDHTst_pirTest/LUTTest_2/log/runpsim.sh,../gen/MDHTst_pirTest/LUTTest_2/log/runproute.log,../gen/MDHTst_pirTest/LUTTest_2/log/runproute.sh,../gen/MDHTst_pirTest/LUTTest_2/plastisim/summary.csv,../gen/MDHTst_pirTest/LUTTest_2/pir/AccelMain.scala,../gen/MDHTst_pirTest/LUTTest_2/log/,../gen/MDHTst_pirTest/LUTTest_2/log/gentst.log,../gen/MDHTst_pirTest/LUTTest_2/log/maketst.log,../gen/MDHTst_pirTest/LUTTest_2/log/runtst.log,True,,,,,,,,,,,False,False,False,100,,,,,,,,False,route_min_directed_valient,checkerboard,4,2,-1,4,0,0,256,8,1.00,0,261,0.0000,0.0000,0.0000,2,-nan,0.0000,,9.913554872,,0:26.76,254,,True,False,True,0.0,0.0,0.0,0:01.18,True
9cb66b73,2019-06-27 13:32:13,LUTTest_3,pirTest,MDHTst,1000000000.0,../gen/MDHTst_pirTest/LUTTest_3/log/mappir.log,../gen/MDHTst_pirTest/LUTTest_3/log/runpir.log,../gen/MDHTst_pirTest/LUTTest_3/log/genpsim.log,../gen/MDHTst_pirTest/LUTTest_3/log/gentrace.log,../gen/MDHTst_pirTest/LUTTest_3/log/runpsim.log,../gen/MDHTst_pirTest/LUTTest_3/log/runpsim.sh,../gen/MDHTst_pirTest/LUTTest_3/log/runproute.log,../gen/MDHTst_pirTest/LUTTest_3/log/runproute.sh,../gen/MDHTst_pirTest/LUTTest_3/plastisim/summary.csv,../gen/MDHTst_pirTest/LUTTest_3/pir/AccelMain.scala,../gen/MDHTst_pirTest/LUTTest_3/log/,../gen/MDHTst_pirTest/LUTTest_3/log/gentst.log,../gen/MDHTst_pirTest/LUTTest_3/log/maketst.log,../gen/MDHTst_pirTest/LUTTest_3/log/runtst.log,True,,,,,,,,,,,False,False,False,100,,,,,,,,False,route_min_directed_valient,checkerboard,4,2,-1,4,0,0,16,19,3.50,0,21,0.0000,0.0000,0.0000,7,-nan,0.0000,,9.920015652,,0:27.13,135,,True,False,True,0.0,0.0,0.0,0:00.35,True
9cb66b73,2019-06-27 13:32:13,LUTTest_4,pirTest,MDHTst,1000000000.0,../gen/MDHTst_pirTest/LUTTest_4/log/mappir.log,../gen/MDHTst_pirTest/LUTTest_4/log/runpir.log,../gen/MDHTst_pirTest/LUTTest_4/log/genpsim.log,../gen/MDHTst_pirTest/LUTTest_4/log/gentrace.log,../gen/MDHTst_pirTest/LUTTest_4/log/runpsim.log,../gen/MDHTst_pirTest/LUTTest_4/log/runpsim.sh,../gen/MDHTst_pirTest/LUTTest_4/log/runproute.log,../gen/MDHTst_pirTest/LUTTest_4/log/runproute.sh,../gen/MDHTst_pirTest/LUTTest_4/plastisim/summary.csv,../gen/MDHTst_pirTest/LUTTest_4/pir/AccelMain.scala,../gen/MDHTst_pirTest/LUTTest_4/log/,../gen/MDHTst_pirTest/LUTTest_4/log/gentst.log,../gen/MDHTst_pirTest/LUTTest_4/log/maketst.log,../gen/MDHTst_pirTest/LUTTest_4/log/runtst.log,True,,,,,,,,,,,False,False,False,100,,,,,,,,False,route_min_directed_valient,checkerboard,4,2,-1,4,0,0,0,11,3.50,0,3,0.0000,0.0000,0.0000,7,-nan,0.0000,,5.176103186,,0:19.74,80,,True,False,True,0.0,0.0,0.0,0:00.30,True
9cb66b73,2019-06-27 13:32:13,LeNet_0,pirTest,MDHTst,1000000000.0,../gen/MDHTst_pirTest/LeNet_0/log/mappir.log,../gen/MDHTst_pirTest/LeNet_0/log/runpir.log,../gen/MDHTst_pirTest/LeNet_0/log/genpsim.log,../gen/MDHTst_pirTest/LeNet_0/log/gentrace.log,../gen/MDHTst_pirTest/LeNet_0/log/runpsim.log,../gen/MDHTst_pirTest/LeNet_0/log/runpsim.sh,../gen/MDHTst_pirTest/LeNet_0/log/runproute.log,../gen/MDHTst_pirTest/LeNet_0/log/runproute.sh,../gen/MDHTst_pirTest/LeNet_0/plastisim/summary.csv,../gen/MDHTst_pirTest/LeNet_0/pir/AccelMain.scala,../gen/MDHTst_pirTest/LeNet_0/log/,../gen/MDHTst_pirTest/LeNet_0/log/gentst.log,../gen/MDHTst_pirTest/LeNet_0/log/maketst.log,../gen/MDHTst_pirTest/LeNet_0/log/runtst.log,True,,,,,,,,,,,False,False,False,100,,,,,,,,False,route_min_directed_valient,checkerboard,4,2,-1,4,0,0,94283176,36502792,8.50,0,23637216,0.0000,0.0000,0.0000,17,-nan,0.0000,,74.87639529,,1:58.15,,"tungsten: src/main.cc:24: int main(int, char**): Assertion `x743_file.good() && ""File Const(/home/shadjis/spatial/DEVELOP_spatial-lang/csv_LeNetDNNW/data_in2.csv) does not exist""' failed.
",,False,False,,,,0:00.31,False
9cb66b73,2019-06-27 13:32:13,LogReg_0,pirTest,MDHTst,1000000000.0,../gen/MDHTst_pirTest/LogReg_0/log/mappir.log,../gen/MDHTst_pirTest/LogReg_0/log/runpir.log,../gen/MDHTst_pirTest/LogReg_0/log/genpsim.log,../gen/MDHTst_pirTest/LogReg_0/log/gentrace.log,../gen/MDHTst_pirTest/LogReg_0/log/runpsim.log,../gen/MDHTst_pirTest/LogReg_0/log/runpsim.sh,../gen/MDHTst_pirTest/LogReg_0/log/runproute.log,../gen/MDHTst_pirTest/LogReg_0/log/runproute.sh,../gen/MDHTst_pirTest/LogReg_0/plastisim/summary.csv,../gen/MDHTst_pirTest/LogReg_0/pir/AccelMain.scala,../gen/MDHTst_pirTest/LogReg_0/log/,../gen/MDHTst_pirTest/LogReg_0/log/gentst.log,../gen/MDHTst_pirTest/LogReg_0/log/maketst.log,../gen/MDHTst_pirTest/LogReg_0/log/runtst.log,True,,,,,,,,,,,False,False,False,100,,,,,,,,False,route_min_directed_valient,checkerboard,4,2,-1,4,0,0,22230,5167,4.50,0,13034,0.0000,0.0000,0.0000,9,-nan,0.0000,,29.756006592,,0:55.29,26111,,True,False,True,0.0,2.593,0.005,2:17.35,True
9cb66b73,2019-06-27 13:32:13,LogReg_1,pirTest,MDHTst,1000000000.0,../gen/MDHTst_pirTest/LogReg_1/log/mappir.log,../gen/MDHTst_pirTest/LogReg_1/log/runpir.log,../gen/MDHTst_pirTest/LogReg_1/log/genpsim.log,../gen/MDHTst_pirTest/LogReg_1/log/gentrace.log,../gen/MDHTst_pirTest/LogReg_1/log/runpsim.log,../gen/MDHTst_pirTest/LogReg_1/log/runpsim.sh,../gen/MDHTst_pirTest/LogReg_1/log/runproute.log,../gen/MDHTst_pirTest/LogReg_1/log/runproute.sh,../gen/MDHTst_pirTest/LogReg_1/plastisim/summary.csv,../gen/MDHTst_pirTest/LogReg_1/pir/AccelMain.scala,../gen/MDHTst_pirTest/LogReg_1/log/,../gen/MDHTst_pirTest/LogReg_1/log/gentst.log,../gen/MDHTst_pirTest/LogReg_1/log/maketst.log,../gen/MDHTst_pirTest/LogReg_1/log/runtst.log,True,,,,,,,,,,,False,False,False,100,,,,,,,,False,route_min_directed_valient,checkerboard,4,2,-1,4,0,0,51392,20561,5.00,0,36330,0.0000,0.0000,0.0000,10,-nan,0.0000,,45.907125297,,1:24.34,13691,,True,False,True,0.0,4.946,0.009,1:29.44,True
9cb66b73,2019-06-27 13:32:13,LogReg_2,pirTest,MDHTst,1000000000.0,../gen/MDHTst_pirTest/LogReg_2/log/mappir.log,../gen/MDHTst_pirTest/LogReg_2/log/runpir.log,../gen/MDHTst_pirTest/LogReg_2/log/genpsim.log,../gen/MDHTst_pirTest/LogReg_2/log/gentrace.log,../gen/MDHTst_pirTest/LogReg_2/log/runpsim.log,../gen/MDHTst_pirTest/LogReg_2/log/runpsim.sh,../gen/MDHTst_pirTest/LogReg_2/log/runproute.log,../gen/MDHTst_pirTest/LogReg_2/log/runproute.sh,../gen/MDHTst_pirTest/LogReg_2/plastisim/summary.csv,../gen/MDHTst_pirTest/LogReg_2/pir/AccelMain.scala,../gen/MDHTst_pirTest/LogReg_2/log/,../gen/MDHTst_pirTest/LogReg_2/log/gentst.log,../gen/MDHTst_pirTest/LogReg_2/log/maketst.log,../gen/MDHTst_pirTest/LogReg_2/log/runtst.log,True,,,,,,,,,,,False,False,False,100,,,,,,,,False,route_min_directed_valient,checkerboard,4,2,-1,4,0,0,30014,5723,6.00,0,12988,0.0000,0.0000,0.0000,12,-nan,0.0000,,50.945655097,,1:21.12,13691,,True,False,True,0.0,4.946,0.009,1:28.19,True
9cb66b73,2019-06-27 13:32:13,LogReg_3,pirTest,MDHTst,1000000000.0,../gen/MDHTst_pirTest/LogReg_3/log/mappir.log,../gen/MDHTst_pirTest/LogReg_3/log/runpir.log,../gen/MDHTst_pirTest/LogReg_3/log/genpsim.log,../gen/MDHTst_pirTest/LogReg_3/log/gentrace.log,../gen/MDHTst_pirTest/LogReg_3/log/runpsim.log,../gen/MDHTst_pirTest/LogReg_3/log/runpsim.sh,../gen/MDHTst_pirTest/LogReg_3/log/runproute.log,../gen/MDHTst_pirTest/LogReg_3/log/runproute.sh,../gen/MDHTst_pirTest/LogReg_3/plastisim/summary.csv,../gen/MDHTst_pirTest/LogReg_3/pir/AccelMain.scala,../gen/MDHTst_pirTest/LogReg_3/log/,../gen/MDHTst_pirTest/LogReg_3/log/gentst.log,../gen/MDHTst_pirTest/LogReg_3/log/maketst.log,../gen/MDHTst_pirTest/LogReg_3/log/runtst.log,True,,,,,,,,,,,False,False,False,100,,,,,,,,False,route_min_directed_valient,checkerboard,4,2,-1,4,0,0,74022,18533,7.00,0,36284,0.0000,0.0000,0.0000,14,-nan,0.0000,,91.911903448,,3:14.64,7787,,True,False,True,0.0,8.696,0.016,1:03.59,True
9cb66b73,2019-06-27 13:32:13,LogReg_4,pirTest,MDHTst,1000000000.0,../gen/MDHTst_pirTest/LogReg_4/log/mappir.log,../gen/MDHTst_pirTest/LogReg_4/log/runpir.log,../gen/MDHTst_pirTest/LogReg_4/log/genpsim.log,../gen/MDHTst_pirTest/LogReg_4/log/gentrace.log,../gen/MDHTst_pirTest/LogReg_4/log/runpsim.log,../gen/MDHTst_pirTest/LogReg_4/log/runpsim.sh,../gen/MDHTst_pirTest/LogReg_4/log/runproute.log,../gen/MDHTst_pirTest/LogReg_4/log/runproute.sh,../gen/MDHTst_pirTest/LogReg_4/plastisim/summary.csv,../gen/MDHTst_pirTest/LogReg_4/pir/AccelMain.scala,../gen/MDHTst_pirTest/LogReg_4/log/,../gen/MDHTst_pirTest/LogReg_4/log/gentst.log,../gen/MDHTst_pirTest/LogReg_4/log/maketst.log,../gen/MDHTst_pirTest/LogReg_4/log/runtst.log,True,,,,,,,,,,,False,False,False,100,,,,,,,,False,route_min_directed_valient,checkerboard,4,2,-1,4,0,0,124792,44202,9.00,0,64700,0.0000,0.0000,0.0000,18,-nan,0.0000,,167.908168656,,3:07.27,4841,,True,False,True,0.0,13.987,0.026,0:33.85,True
9cb66b73,2019-06-27 13:32:13,LogReg_5,pirTest,MDHTst,1000000000.0,../gen/MDHTst_pirTest/LogReg_5/log/mappir.log,../gen/MDHTst_pirTest/LogReg_5/log/runpir.log,../gen/MDHTst_pirTest/LogReg_5/log/genpsim.log,../gen/MDHTst_pirTest/LogReg_5/log/gentrace.log,../gen/MDHTst_pirTest/LogReg_5/log/runpsim.log,../gen/MDHTst_pirTest/LogReg_5/log/runpsim.sh,../gen/MDHTst_pirTest/LogReg_5/log/runproute.log,../gen/MDHTst_pirTest/LogReg_5/log/runproute.sh,../gen/MDHTst_pirTest/LogReg_5/plastisim/summary.csv,../gen/MDHTst_pirTest/LogReg_5/pir/AccelMain.scala,../gen/MDHTst_pirTest/LogReg_5/log/,../gen/MDHTst_pirTest/LogReg_5/log/gentst.log,../gen/MDHTst_pirTest/LogReg_5/log/maketst.log,../gen/MDHTst_pirTest/LogReg_5/log/runtst.log,True,,,,,,,,,,,False,False,False,100,,,,,,,,False,route_min_directed_valient,checkerboard,4,2,-1,4,0,0,103206,33187,8.50,0,36776,0.0000,0.0000,0.0000,17,-nan,0.0000,,231.584926864,,3:21.20,5096,,True,False,True,0.0,13.287,0.025,0:11.47,True
9cb66b73,2019-06-27 13:32:13,OuterProduct_0,pirTest,MDHTst,1000000000.0,../gen/MDHTst_pirTest/OuterProduct_0/log/mappir.log,../gen/MDHTst_pirTest/OuterProduct_0/log/runpir.log,../gen/MDHTst_pirTest/OuterProduct_0/log/genpsim.log,../gen/MDHTst_pirTest/OuterProduct_0/log/gentrace.log,../gen/MDHTst_pirTest/OuterProduct_0/log/runpsim.log,../gen/MDHTst_pirTest/OuterProduct_0/log/runpsim.sh,../gen/MDHTst_pirTest/OuterProduct_0/log/runproute.log,../gen/MDHTst_pirTest/OuterProduct_0/log/runproute.sh,../gen/MDHTst_pirTest/OuterProduct_0/plastisim/summary.csv,../gen/MDHTst_pirTest/OuterProduct_0/pir/AccelMain.scala,../gen/MDHTst_pirTest/OuterProduct_0/log/,../gen/MDHTst_pirTest/OuterProduct_0/log/gentst.log,../gen/MDHTst_pirTest/OuterProduct_0/log/maketst.log,../gen/MDHTst_pirTest/OuterProduct_0/log/runtst.log,True,,,,,,,,,,,False,False,False,100,,,,,,,,False,route_min_directed_valient,checkerboard,4,2,-1,4,0,0,49632,16411,4.00,0,30876,0.0000,0.0000,0.0000,8,-nan,0.0000,,15.047468142,,0:33.29,19032,,True,False,True,0.0,0.269,13.774,1:24.72,True
9cb66b73,2019-06-27 13:32:13,OuterProduct_1,pirTest,MDHTst,1000000000.0,../gen/MDHTst_pirTest/OuterProduct_1/log/mappir.log,../gen/MDHTst_pirTest/OuterProduct_1/log/runpir.log,../gen/MDHTst_pirTest/OuterProduct_1/log/genpsim.log,../gen/MDHTst_pirTest/OuterProduct_1/log/gentrace.log,../gen/MDHTst_pirTest/OuterProduct_1/log/runpsim.log,../gen/MDHTst_pirTest/OuterProduct_1/log/runpsim.sh,../gen/MDHTst_pirTest/OuterProduct_1/log/runproute.log,../gen/MDHTst_pirTest/OuterProduct_1/log/runproute.sh,../gen/MDHTst_pirTest/OuterProduct_1/plastisim/summary.csv,../gen/MDHTst_pirTest/OuterProduct_1/pir/AccelMain.scala,../gen/MDHTst_pirTest/OuterProduct_1/log/,../gen/MDHTst_pirTest/OuterProduct_1/log/gentst.log,../gen/MDHTst_pirTest/OuterProduct_1/log/maketst.log,../gen/MDHTst_pirTest/OuterProduct_1/log/runtst.log,True,,,,,,,,,,,False,False,False,100,,,,,,,,False,route_min_directed_valient,checkerboard,4,2,-1,4,0,0,548864,227099,4.00,0,347468,0.0000,0.0000,0.0000,8,-nan,0.0000,,14.75108491,,0:28.83,189798,,True,False,True,2.959,0.027,1.381,7:06.77,True
9cb66b73,2019-06-27 13:32:13,OuterProduct_2,pirTest,MDHTst,1000000000.0,../gen/MDHTst_pirTest/OuterProduct_2/log/mappir.log,../gen/MDHTst_pirTest/OuterProduct_2/log/runpir.log,../gen/MDHTst_pirTest/OuterProduct_2/log/genpsim.log,../gen/MDHTst_pirTest/OuterProduct_2/log/gentrace.log,../gen/MDHTst_pirTest/OuterProduct_2/log/runpsim.log,../gen/MDHTst_pirTest/OuterProduct_2/log/runpsim.sh,../gen/MDHTst_pirTest/OuterProduct_2/log/runproute.log,../gen/MDHTst_pirTest/OuterProduct_2/log/runproute.sh,../gen/MDHTst_pirTest/OuterProduct_2/plastisim/summary.csv,../gen/MDHTst_pirTest/OuterProduct_2/pir/AccelMain.scala,../gen/MDHTst_pirTest/OuterProduct_2/log/,../gen/MDHTst_pirTest/OuterProduct_2/log/gentst.log,../gen/MDHTst_pirTest/OuterProduct_2/log/maketst.log,../gen/MDHTst_pirTest/OuterProduct_2/log/runtst.log,True,,,,,,,,,,,False,False,False,100,,,,,,,,False,route_min_directed_valient,checkerboard,4,2,-1,4,0,0,421888,352819,5.00,0,347471,0.0000,0.0000,0.0000,10,-nan,0.0000,,24.268099347,,0:44.82,82788,,True,False,True,0.0,0.062,3.166,6:09.75,True
9cb66b73,2019-06-27 13:32:13,OuterProduct_3,pirTest,MDHTst,1000000000.0,../gen/MDHTst_pirTest/OuterProduct_3/log/mappir.log,../gen/MDHTst_pirTest/OuterProduct_3/log/runpir.log,../gen/MDHTst_pirTest/OuterProduct_3/log/genpsim.log,../gen/MDHTst_pirTest/OuterProduct_3/log/gentrace.log,../gen/MDHTst_pirTest/OuterProduct_3/log/runpsim.log,../gen/MDHTst_pirTest/OuterProduct_3/log/runpsim.sh,../gen/MDHTst_pirTest/OuterProduct_3/log/runproute.log,../gen/MDHTst_pirTest/OuterProduct_3/log/runproute.sh,../gen/MDHTst_pirTest/OuterProduct_3/plastisim/summary.csv,../gen/MDHTst_pirTest/OuterProduct_3/pir/AccelMain.scala,../gen/MDHTst_pirTest/OuterProduct_3/log/,../gen/MDHTst_pirTest/OuterProduct_3/log/gentst.log,../gen/MDHTst_pirTest/OuterProduct_3/log/maketst.log,../gen/MDHTst_pirTest/OuterProduct_3/log/runtst.log,True,,,,,,,,,,,False,False,False,100,,,,,,,,False,route_min_directed_valient,checkerboard,4,2,-1,4,0,0,290816,214461,5.00,0,347472,0.0000,0.0000,0.0000,10,-nan,0.0000,,25.570436366,,0:46.24,82794,,True,False,True,0.0,0.062,3.166,6:34.24,True
9cb66b73,2019-06-27 13:32:13,OuterProduct_4,pirTest,MDHTst,1000000000.0,../gen/MDHTst_pirTest/OuterProduct_4/log/mappir.log,../gen/MDHTst_pirTest/OuterProduct_4/log/runpir.log,../gen/MDHTst_pirTest/OuterProduct_4/log/genpsim.log,../gen/MDHTst_pirTest/OuterProduct_4/log/gentrace.log,../gen/MDHTst_pirTest/OuterProduct_4/log/runpsim.log,../gen/MDHTst_pirTest/OuterProduct_4/log/runpsim.sh,../gen/MDHTst_pirTest/OuterProduct_4/log/runproute.log,../gen/MDHTst_pirTest/OuterProduct_4/log/runproute.sh,../gen/MDHTst_pirTest/OuterProduct_4/plastisim/summary.csv,../gen/MDHTst_pirTest/OuterProduct_4/pir/AccelMain.scala,../gen/MDHTst_pirTest/OuterProduct_4/log/,../gen/MDHTst_pirTest/OuterProduct_4/log/gentst.log,../gen/MDHTst_pirTest/OuterProduct_4/log/maketst.log,../gen/MDHTst_pirTest/OuterProduct_4/log/runtst.log,True,,,,,,,,,,,False,False,False,100,,,,,,,,False,route_min_directed_valient,checkerboard,4,2,-1,4,0,0,417792,288761,6.00,0,347478,0.0000,0.0000,0.0000,12,-nan,0.0000,,46.029411879,,1:14.45,48102,,True,False,True,0.0,0.106,5.45,4:33.44,True
9cb66b73,2019-06-27 13:32:13,OuterProduct_5,pirTest,MDHTst,1000000000.0,../gen/MDHTst_pirTest/OuterProduct_5/log/mappir.log,../gen/MDHTst_pirTest/OuterProduct_5/log/runpir.log,../gen/MDHTst_pirTest/OuterProduct_5/log/genpsim.log,../gen/MDHTst_pirTest/OuterProduct_5/log/gentrace.log,../gen/MDHTst_pirTest/OuterProduct_5/log/runpsim.log,../gen/MDHTst_pirTest/OuterProduct_5/log/runpsim.sh,../gen/MDHTst_pirTest/OuterProduct_5/log/runproute.log,../gen/MDHTst_pirTest/OuterProduct_5/log/runproute.sh,../gen/MDHTst_pirTest/OuterProduct_5/plastisim/summary.csv,../gen/MDHTst_pirTest/OuterProduct_5/pir/AccelMain.scala,../gen/MDHTst_pirTest/OuterProduct_5/log/,../gen/MDHTst_pirTest/OuterProduct_5/log/gentst.log,../gen/MDHTst_pirTest/OuterProduct_5/log/maketst.log,../gen/MDHTst_pirTest/OuterProduct_5/log/runtst.log,True,,,,,,,,,,,False,False,False,100,,,,,,,,False,route_min_directed_valient,checkerboard,4,2,-1,4,0,0,75064,22631,6.00,0,32934,0.0000,0.0000,0.0000,12,-nan,0.0000,,42.700804493,,1:12.96,9733,,True,False,True,0.0,0.526,26.934,0:58.95,True
9cb66b73,2019-06-27 13:32:13,OuterProduct_6,pirTest,MDHTst,1000000000.0,../gen/MDHTst_pirTest/OuterProduct_6/log/mappir.log,../gen/MDHTst_pirTest/OuterProduct_6/log/runpir.log,../gen/MDHTst_pirTest/OuterProduct_6/log/genpsim.log,../gen/MDHTst_pirTest/OuterProduct_6/log/gentrace.log,../gen/MDHTst_pirTest/OuterProduct_6/log/runpsim.log,../gen/MDHTst_pirTest/OuterProduct_6/log/runpsim.sh,../gen/MDHTst_pirTest/OuterProduct_6/log/runproute.log,../gen/MDHTst_pirTest/OuterProduct_6/log/runproute.sh,../gen/MDHTst_pirTest/OuterProduct_6/plastisim/summary.csv,../gen/MDHTst_pirTest/OuterProduct_6/pir/AccelMain.scala,../gen/MDHTst_pirTest/OuterProduct_6/log/,../gen/MDHTst_pirTest/OuterProduct_6/log/gentst.log,../gen/MDHTst_pirTest/OuterProduct_6/log/maketst.log,../gen/MDHTst_pirTest/OuterProduct_6/log/runtst.log,True,,,,,,,,,,,False,False,False,100,,,,,,,,False,route_min_directed_valient,checkerboard,4,2,-1,4,0,0,82064,10272,4.50,0,51356,0.0000,0.0000,0.0000,9,-nan,0.0000,,16.453365857,,0:40.04,19007,,True,False,True,0.0,0.269,13.792,1:16.63,True
